Gene.Name	EV_mean	KO_mean	adj.pval	log2FC
1	ABI2	17.6433333333333	10.4733333333333	0.0802091916311185	-0.700375232945378
2	AIMP2	70.1066666666667	95.7766666666667	0.0505539855811895	0.444674421211428
3	ANAPC5	69.7233333333333	107.906666666667	0.0952241177167494	0.622834092035868
4	APBA2	17.1066666666667	8.46666666666667	0.0861875813255254	-0.935592549852687
5	ARHGEF7	22.33	14.15	0.0746502919493111	-0.622868513623886
6	BLOC1S4	16.2266666666667	12.9233333333333	0.0856018243769733	-0.307138926531132
7	BTG2	3.02	11.6333333333333	0.0422783021420591	1.65196794115837
8	BZW2	97.0033333333333	153.846666666667	0.066335925537034	0.659937602158704
9	C21orf58	4.79666666666667	2.39666666666667	0.0815680292459929	-0.771103881140773
10	CARNMT1	10.06	15.1	0.0890906419824943	0.541709302767272
11	CBLC	11.4133333333333	2.35	0.0211833510765283	-1.8896575714925
12	CCDC127	6.43666666666667	3.83	0.0785847548050666	-0.622632918687211
13	CDKN2D	1.53	0.89	0.0992165196255505	-0.420751150473237
14	CDR2L	6.66333333333333	2.18333333333333	0.0289649563018749	-1.26743382779507
15	CEP135	11.4	6.59666666666667	0.0849669757548827	-0.706901696730097
16	CEP250	18.6966666666667	10.7233333333333	0.0478110259263368	-0.748568663948881
17	CHMP4B	28.8333333333333	17.3966666666667	0.0861875813255254	-0.697480796847285
18	CHPT1	21.03	34.3633333333333	0.0924235659351651	0.682784773944398
19	CHST13	6.27333333333333	13.8266666666667	0.0616910189364397	1.0275056863999
20	CLN8	8.38666666666667	14.0766666666667	0.0970044548831035	0.683632661994114
21	CNPY2	86.4466666666667	131.506666666667	0.0794100100421205	0.599589649302661
22	COL18A1	81.6633333333333	39.7933333333333	0.0638512831540275	-1.01891414196683
23	COQ8A	10.24	19.7466666666667	0.0680637553100203	0.884237524044109
24	CPNE2	11.38	3.51333333333333	0.0341607938658398	-1.45574607636042
25	CYBC1	36.97	23.54	0.0898956152846149	-0.629724749956184
26	DDIT3	20.6866666666667	34.3166666666667	0.0986269210377122	0.7035408602184
27	DDN-AS1	1.83666666666667	0.923333333333333	0.0604144359161124	-0.56058781304048
28	DGKA	4.91333333333333	3.87333333333333	0.0639082348178147	-0.279062698348627
29	DISC1	4.06	1.71	0.0340487837947603	-0.900844533340438
30	DNAJB9	9.94	20.4633333333333	0.0582592761576514	0.972261411124452
31	DNM1L	33.49	54.42	0.0732800930389747	0.684228582020564
32	DSG2	47.97	28.8933333333333	0.0591899125775278	-0.712074418624495
33	ECH1	51.8166666666667	34.7633333333333	0.0658585512482607	-0.562512044228902
34	ECHDC3	26.1533333333333	18.2466666666667	0.0580339574711587	-0.496520706767433
35	ECI2	71.3366666666667	102.963333333333	0.0799948258168465	0.523275772139181
36	EEF1E1	54.89	81.48	0.0572700122802482	0.561454157705315
37	EIF3M	143.186666666667	246.076666666667	0.0680637553100203	0.777021011596466
38	ERBB2	42.03	17.58	0.0802091916311185	-1.21159233856566
39	ERICH5	27.06	8.31333333333333	0.0864597110326628	-1.59114548893159
40	ETAA1	16.7133333333333	9.83666666666667	0.0862642403271533	-0.708914671800151
41	ETV1	25.6533333333333	20.2566666666667	0.083118753063183	-0.326400590884973
42	F10	38.87	20.9166666666667	0.0744362424403542	-0.86327521165146
43	F7	25.97	16.0733333333333	0.0489257968805835	-0.659610769359291
44	FAM110A	3.21333333333333	1.22	0.0455996134772288	-0.924402381105841
45	FARP1	113.65	63.0033333333333	0.085558788126421	-0.84101740628343
46	FBXL19-AS1	1.87333333333333	0.816666666666667	0.0592279465142815	-0.661431639424809
47	FH	85.41	128.426666666667	0.0700807686715114	0.582864709910867
48	FILIP1L	24.75	9.90666666666667	0.0862642403271533	-1.23936218473735
49	FOXQ1	2.18333333333333	3.16	0.051962292276473	0.386045295939137
50	FSTL3	20.54	11.1333333333333	0.0340487837947603	-0.828042300179305
51	GAD1	7.39333333333333	2.41333333333333	0.0403780122186611	-1.29806256771902
52	GMEB2	12.42	7.09666666666667	0.0379870110716236	-0.728984682285474
53	GRB10	46.8633333333333	30.8733333333333	0.0835313335552107	-0.586570968635955
54	GSTO1	155.94	207.386666666667	0.0611145831938537	0.40904986640429
55	GUF1	36.7133333333333	27.2133333333333	0.0775983355221826	-0.418697543529749
56	GUK1	63.86	82.0266666666667	0.0849669757548827	0.35624575470031
57	H2BC7	209.04	97.44	0.0401846778094255	-1.09334753787008
58	H3C6	12.96	6.16666666666667	0.0299727492126448	-0.961924782453986
59	HGH1	17.4666666666667	13.51	0.0740312936474728	-0.34787595614865
60	HNF1B	17.32	9.00666666666667	0.0856018243769733	-0.872458027197412
61	HOOK3	89.2433333333333	57.3066666666667	0.0984918108691779	-0.630159510094742
62	HOTAIRM1	12.89	25.92	0.0503122082936003	0.954631810628925
63	HSF2	18.92	15.3966666666667	0.0966972017336429	-0.280815093065909
64	HSF2BP	2.73	1.25666666666667	0.0436451687169354	-0.724982297401397
65	HTATIP2	20.8466666666667	39.4333333333333	0.0211833510765283	0.888131972465113
66	ICA1-AS1	2.44333333333333	4.67333333333333	0.0923568595783227	0.720390782820903
67	ID3	36.6466666666667	56.1033333333333	0.0604939849395485	0.601052832907897
68	IFT46	10.7166666666667	5.94	0.0850698001653038	-0.75555462066048
69	IL27RA	5.5	1.46	0.0352527819311978	-1.40178140257658
70	IL6R	9.80666666666667	14.4633333333333	0.0861875813255254	0.516929755332294
71	ILRUN-AS1	2.79	6.29	0.0611145831938537	0.943720966155845
72	INSIG1	9.26	17.5633333333333	0.0313249576851726	0.855425060968801
73	IQGAP1	86.76	45.0333333333333	0.0612464669099627	-0.930884611978936
74	IRF2BPL	6.08333333333333	2	0.0299727492126448	-1.23946593469539
75	ITPRID2	215.843333333333	99.11	0.0450119977194633	-1.11506699707809
76	JTB	69.12	89.8	0.0637277268679524	0.372866301418739
77	KAT8	36.3833333333333	23.5966666666667	0.0539842689271834	-0.60393239940437
78	KLF15	3.33666666666667	8.03333333333333	0.0639082348178147	1.05867188952344
79	LIN9	9.52333333333333	14.5	0.0299727492126448	0.558676455569771
80	LINC02381	2.41333333333333	16.0766666666667	0.0534183982519604	2.32277317645456
81	LRRC45	14.9566666666667	7.86666666666667	0.0801929573700352	-0.847695560331214
82	LSR	87.2866666666667	61.19	0.0941760593020017	-0.505512956760281
83	ME1	19.1433333333333	33.22	0.0730236303107296	0.764537318510898
84	MET	51.6166666666667	34.7633333333333	0.0935949211945938	-0.557038645159654
85	METTL15	9.69	13.08	0.0643381233604124	0.397385480916807
86	MEX3A	20.81	10.38	0.0827045580485039	-0.938489212334168
87	MEX3D	64.6533333333333	32.3633333333333	0.083118753063183	-0.976604825339361
88	MFSD6	18.2833333333333	8.36333333333333	0.0513171183819814	-1.04226033486845
89	MGMT	15.4933333333333	10.53	0.0642046148032698	-0.516490486603442
90	MRPL24	24.58	48.7833333333333	0.0412398159456427	0.96064656759536
91	MTARC1	23.61	59.7233333333333	0.0869758087099865	1.303006330116
92	MTSS2	30.2966666666667	17.64	0.0912281478044199	-0.747607147339591
93	NADK2	87.6	157.14	0.0807769778119483	0.835823725869779
94	NCAPH	52.4066666666667	38.63	0.0477291280371649	-0.430426875105374
95	NCOA4	110.36	162.843333333333	0.0686832601032014	0.557085855558442
96	NINJ1	26.7866666666667	17.89	0.0842581126781958	-0.556770075168982
97	NIT2	27.95	40.43	0.0883355078307394	0.517112472102608
98	NME2	344.443333333333	442.97	0.0624044445196882	0.362013124153682
99	NNT-AS1	7.52666666666667	6.21666666666667	0.0935954102854958	-0.24064923926755
100	NOCT	6.51	11.67	0.097014512776089	0.754531711626538
101	NOL7	76.2966666666667	106.923333333333	0.0842581126781958	0.481528707368451
102	NOSIP	72.65	57.9133333333333	0.041470006668591	-0.322091341851145
103	NSUN7	9.29333333333333	5.24666666666667	0.0709477938543175	-0.720551799608893
104	NUCB2	18.4	30.08	0.069453314192064	0.67992985133322
105	NUDT22	14.0133333333333	17.18	0.0956929433948188	0.276107872835034
106	OBSL1	39.6833333333333	23.4933333333333	0.0883355078307394	-0.732048763557167
107	OGFR	15.51	7.81333333333333	0.0812813628326835	-0.905580444126722
108	OLFML3	41.83	27.9633333333333	0.0869125118446731	-0.564394028304703
109	OLMALINC	3.97333333333333	1.87666666666667	0.0455670295203564	-0.789815071076283
110	OTULINL	11.8766666666667	5.23	0.0785847548050666	-1.04745510848677
111	PA2G4	82.8666666666667	129.52	0.0849669757548827	0.638101471046368
112	PCCA-DT	13.1833333333333	8.53	0.0211833510765283	-0.573648511942227
113	PCID2	46.0666666666667	33.7833333333333	0.0341401358079499	-0.436309488111345
114	PDGFC	55.0166666666667	29.94	0.095006643013169	-0.856382940025172
115	PDGFRA	3.09333333333333	1.04333333333333	0.0442753165977453	-1.0023515816794
116	PFDN4	61.43	42.3833333333333	0.0422783021420591	-0.525098559886172
117	PGM1	12.1633333333333	4.90333333333333	0.0503694377837814	-1.15692315570843
118	PIGQ	17.15	12.2633333333333	0.0687074669786053	-0.452526149910532
119	PLCB1-IT1	6.96333333333333	4.06333333333333	0.0442753165977453	-0.653284983954249
120	PLIN2	192.926666666667	379.143333333333	0.03529902888585	0.971032289725112
121	PLPP3	12.7933333333333	8.20666666666667	0.0317404600121645	-0.583220325601958
122	PLS1	35.7133333333333	24.6466666666667	0.0909536954837051	-0.517532778854263
123	POLR1B	23.03	29.8966666666667	0.0733669289264672	0.362614550733958
124	PPP6R3	154.46	228.86	0.0847797109587911	0.564212010243786
125	PROZ	4.37333333333333	1.84333333333333	0.0869125118446731	-0.918234097209677
126	PSAT1	72.4066666666667	119.623333333333	0.0740269047761467	0.716526011430084
127	PSMC4	186.44	143.003333333333	0.0822969483055143	-0.380326652314078
128	PTPN1	16.81	11.2266666666667	0.083118753063183	-0.542656378227721
129	PTPRG	15.58	7.7	0.0422783021420591	-0.93035670075966
130	PYROXD1	6.76666666666667	15.6733333333333	0.0405301617829726	1.10217510263933
131	QKI	115.096666666667	63.6833333333333	0.0775958243439224	-0.843860618160396
132	RAB8B	41.3466666666667	59.8066666666667	0.0644650864443559	0.521981093482781
133	RASAL2-AS1	0.643333333333333	1.32666666666667	0.0638512831540275	0.501639389831741
134	RNF43	17.0633333333333	13.3733333333333	0.0740312936474728	-0.329669469033524
135	SELENOP	97.3633333333333	145.643333333333	0.0635127285842522	0.57611895422791
136	SGPL1	15.2866666666667	9.14666666666667	0.0879100334847215	-0.682685504763711
137	SHF	16.36	8.05	0.0665383334881612	-0.939777250473911
138	SLC25A25	9.14	16.32	0.0916577159688697	0.772381277723384
139	SLC6A6	19.0066666666667	8.75	0.0465024837194958	-1.03700669424016
140	SLC7A2	27.1666666666667	43.3466666666667	0.063380768251069	0.65483682723036
141	SMIM32	17.0133333333333	22.72	0.0516289566166501	0.397038835941475
142	SNHG1	54.7933333333333	92.5666666666667	0.0968332441919844	0.745901911258507
143	SOAT1	50.51	70.8833333333333	0.0869125118446731	0.480804770177416
144	SSNA1	45.7133333333333	32.1933333333333	0.0616024024537234	-0.492940880827548
145	STAP2	85.5466666666667	63.54	0.0760088815098261	-0.423284677629831
146	STMN1	375.966666666667	188.623333333333	0.0462569943202689	-0.991300458441033
147	SYNJ2	49.12	21.2433333333333	0.0292123853890556	-1.17201341153
148	TBC1D14	42.64	31.9766666666667	0.0442753165977453	-0.404205525400126
149	TBCEL	9.45333333333333	6.95	0.0887429229757316	-0.394936293222334
150	TFRC	129.106666666667	193.733333333333	0.0840352167944656	0.581804969790514
151	TGFBR2	27.6566666666667	15.3633333333333	0.0580339574711587	-0.808404139599514
152	TIMM17A	39.0133333333333	66.7066666666667	0.0814655624061024	0.758817076049217
153	TIPRL	29.7733333333333	46.27	0.0422783021420591	0.619244141434323
154	TMEM169	1.79	2.74	0.0933557812317028	0.422773148058449
155	TMEM220	1.31333333333333	3.81666666666667	0.0439554416319733	1.05806192480978
156	TMEM250	15.9766666666667	10.2033333333333	0.0568960629271811	-0.599625174589532
157	TRIM24	44.39	18.94	0.0635127285842522	-1.1867090785397
158	TTC39C	23.8566666666667	47.83	0.0729061521717005	0.974134937172381
159	TXNDC5	105.866666666667	157.113333333333	0.0642046148032698	0.565147107205781
160	UBTD2	23.8266666666667	13.66	0.0881097673790573	-0.760005468703825
161	UCKL1	20.06	11.5433333333333	0.0539532449685248	-0.747584647678992
162	UHMK1	21.2	35.57	0.0616910189364397	0.7201009501039
