Gene.Name	EV_mean	KO_mean	adj.pval	log2FC
1	ABCC6P1	24.3666666666667	49.1933333333333	0.0535836450923239	0.984561805478362
2	ABHD8	10.4533333333333	6.50333333333333	0.0570920549878438	-0.610163979684308
3	ABLIM2	10.17	5.38666666666667	0.0881097673790573	-0.806494125468291
4	ACTR5	4.32666666666667	2.04333333333333	0.0362750512899747	-0.807580642943755
5	ADRM1	114.983333333333	64.6	0.0288819320512625	-0.822149786734106
6	AGMO	30.73	21.5733333333333	0.0999096699883845	-0.491228048743152
7	AHCTF1	44.6966666666667	69.7533333333333	0.0847797109587911	0.630709185793275
8	ALB	11789.09	26288.4933333333	0.0340459861699237	1.15691160653677
9	ALCAM	153.843333333333	94.1433333333333	0.0849169547172538	-0.70263479425123
10	ALDH2	24.58	46.1233333333333	0.0783110432896307	0.881425329562164
11	AMN1	4.50333333333333	6.34333333333333	0.0785847548050666	0.416129374787625
12	AMOTL1	16.5733333333333	9.68666666666667	0.0457359648156659	-0.717575944853504
13	ANAPC4	31.1933333333333	52.6733333333333	0.0807750501481607	0.737443525361397
14	ANAPC7	52.5566666666667	64.0966666666667	0.0549333612233871	0.281517499763633
15	ANGPTL8	4.25666666666667	29.7466666666667	0.0576742517731945	2.54820985286126
16	ANKEF1	14.1533333333333	9.42666666666667	0.0516180631568979	-0.539357171510496
17	AP4M1	16.6233333333333	10.3066666666667	0.0337259010946677	-0.640313156817743
18	AP5S1	12.53	6.1	0.0849669757548827	-0.930270909584493
19	APOC1	288.093333333333	395.83	0.0962534743307669	0.456985756546989
20	APP	252.906666666667	126.58	0.0966972017336429	-0.992896091783464
21	ARFRP1	20.3133333333333	11.3766666666667	0.0582592761576514	-0.78413342892578
22	ARHGAP24	7.80666666666667	3.98666666666667	0.0556370007308263	-0.820520291359191
23	ARHGEF18	49.2833333333333	24.9266666666667	0.0380355992497161	-0.955643556599856
24	ARID5A	11.4266666666667	8.85	0.0847797109587911	-0.335243729589386
25	ARL4A	79.3633333333333	37.05	0.0943139736298284	-1.07864095210115
26	ARMC5	5.32666666666667	3.73666666666667	0.0911159933509345	-0.417573437778329
27	ARRDC3-AS1	0.913333333333333	0.606666666666667	0.0739991363731858	-0.252017590445726
28	ART4	1.95333333333333	8.91666666666667	0.0211833510765283	1.74751106452765
29	ARV1	15.7333333333333	23.7533333333333	0.0844965691223293	0.564897951016606
30	ARVCF	24.6	10.1766666666667	0.0299727492126448	-1.19565382781473
31	ASAP2	10.0833333333333	3.78	0.0323217134355103	-1.21330931657401
32	ASB3	12.7233333333333	10.08	0.0513171183819814	-0.308673066550925
33	ASS1	41.32	28.8633333333333	0.0642046148032698	-0.502964419947628
34	ATF1	17.2266666666667	21.5466666666667	0.0638512831540275	0.306863416803923
35	ATP11B	38.19	68.1266666666667	0.0410337152507767	0.818756786678442
36	ATP9A	31.0933333333333	11.5266666666667	0.0299727492126448	-1.35727107505444
37	B3GALT1	13.4233333333333	3.47666666666667	0.0513171183819814	-1.68790781599445
38	B4GALT2	17.05	12.9633333333333	0.0965639414646336	-0.370355453629166
39	BABAM1	89.5933333333333	69.05	0.0806301798827486	-0.371019837133976
40	BCL7C	28.3533333333333	17.3133333333333	0.0250255346466111	-0.680629933861037
41	BMF	53.3433333333333	23.3133333333333	0.0299727492126448	-1.16035536193236
42	BMP2	9.85666666666667	13.7866666666667	0.097014512776089	0.445715645765807
43	BOLA1	12.4933333333333	17.4	0.0453885373263092	0.447458976971221
44	BTBD3	70.14	23.5133333333333	0.0299727492126448	-1.53709429857971
45	BTD	23.39	18.4233333333333	0.0842581126781958	-0.328498948170019
46	C17orf58	8.21333333333333	5.89333333333333	0.0849669757548827	-0.418521430073324
47	C1orf115	17.64	26.94	0.0881357843704912	0.583930160755183
48	C4orf19	35.9166666666667	21.94	0.0317404600121645	-0.686406901592762
49	C6orf120	16.7166666666667	11.68	0.0764893828410433	-0.482552445557903
50	C8G	23.5433333333333	38.06	0.0472526154245141	0.670360748435349
51	C8orf33	27.6266666666667	20.9733333333333	0.0962534743307669	-0.381605948675555
52	CACFD1	18.8466666666667	11.84	0.0546409056623072	-0.628251518394576
53	CAND1	101.9	155.526666666667	0.0744362424403542	0.60516548061573
54	CAPN10	11.83	8.01666666666667	0.0962534743307669	-0.508855077096661
55	CAPN15	10.99	8.71333333333333	0.0864039346945094	-0.303793282070867
56	CAT	49.5466666666667	108.15	0.048395501376846	1.11062426942867
57	CCDC157	1.20666666666667	0.363333333333333	0.0420627748609251	-0.694730373865469
58	CCDC59	31.5666666666667	50.1533333333333	0.0878989581813574	0.651432192706917
59	CCL20	18.2833333333333	117.24	0.0211833510765283	2.61629181087245
60	CCT2	161.92	231.546666666667	0.0761136603100508	0.513356540907653
61	CDC14A	2.58333333333333	1.26666666666667	0.0488447267841806	-0.660730008339121
62	CDH6	145.61	57.8166666666667	0.054939664426795	-1.3176865810219
63	CDKN2A	76.8566666666667	50.55	0.0476856715241406	-0.594848151276074
64	CDS2	22.55	9.37666666666667	0.0627985763995915	-1.18238398375212
65	CENPA	16.03	11	0.0862642403271533	-0.505044029182662
66	CENPV	94.0133333333333	58.82	0.0441057515257521	-0.667502072292791
67	CHMP1A	40.9833333333333	27.74	0.0973964719589273	-0.546756654443111
68	CHP1	60.54	94.9066666666667	0.0488447267841806	0.640106659712192
69	CHRAC1	18.71	12.5533333333333	0.0997997860578756	-0.54028006191991
70	CIB1	47.4066666666667	29.36	0.0766190745064441	-0.673033961387103
71	CIDEB	22.38	10.1133333333333	0.0340459861699237	-1.0729833262664
72	CMAS	16.88	30.7	0.0842581126781958	0.826136103843452
73	CMTM3	29.4766666666667	12.79	0.0783182412148248	-1.14408266230325
74	CNIH3	3.17	4.66333333333333	0.080254031078244	0.441604063018401
75	CNKSR3	22.14	11.4266666666667	0.0616910189364397	-0.896949505174366
76	COMMD5	21.0433333333333	13.5433333333333	0.0729061521717005	-0.599984427860031
77	COMT	74.14	47.88	0.027375708179302	-0.620336830823041
78	COX8A	199.476666666667	280.48	0.0334310096158777	0.489598085903062
79	CPNE1	91.56	41.14	0.02993448787393	-1.13519855029018
80	CRLF1	80.5133333333333	2.32	0.0211833510765283	-4.61778091708291
81	CRLS1	48.2933333333333	30.1233333333333	0.0503694377837814	-0.663395960438202
82	CRYM	11.3466666666667	2.66333333333333	0.0393326836375388	-1.75289271231101
83	CSNK1E	61.26	44.8166666666667	0.0799948258168465	-0.44243307579002
84	CTNNAL1	42.2533333333333	60.7066666666667	0.0890330095695791	0.512615044890217
85	CXXC5	52.37	34.32	0.0504612443360161	-0.59554366833985
86	CYP19A1	0.0266666666666667	0.276666666666667	0.0415351157077898	0.314414041230056
87	D2HGDH	10.3433333333333	5.42333333333333	0.0576742517731945	-0.820450579669288
88	DANCR	135.5	165.416666666667	0.096287921589996	0.285898975802964
89	DCK	77.7366666666667	45.26	0.0855980610541092	-0.767270371017861
90	DCXR	51.33	37.9133333333333	0.0976038074727201	-0.427373691453632
91	DDAH2	127.76	64.32	0.0992165196255505	-0.979087785915983
92	DENND3	7.30666666666667	2.68333333333333	0.030102018121743	-1.17325769874521
93	DENND6B	0.94	0.226666666666667	0.0681011459755929	-0.661313386851271
94	DIDO1	35.6533333333333	19.9233333333333	0.0494499994115564	-0.808831697929872
95	DNAJB2	44.9766666666667	28.7533333333333	0.0760088815098261	-0.627850567804002
96	DNASE1	9.85333333333333	5.83	0.0299727492126448	-0.668180715255
97	DPAGT1	16.7666666666667	13.0333333333333	0.0843254228094481	-0.34031529969278
98	DPYSL2	12.8	4.41	0.0299727492126448	-1.35096776783872
99	DUSP3	90.3066666666667	66.1	0.0866116973307326	-0.444407434592445
100	DYNC2I2	35.9866666666667	16.8066666666667	0.0317404600121645	-1.05458781168849
101	DYNLRB1	60.21	37.25	0.0944667333468999	-0.678307620339187
102	E2F1	8.95	4.92666666666667	0.0639082348178147	-0.747475607322397
103	EEF1B2	437.446666666667	597.643333333333	0.0304326259135651	0.449295351709516
104	EEF1G	676.67	860.82	0.0962534743307669	0.34680367331456
105	EGFR-AS1	5.38333333333333	3.84666666666667	0.0379870110716236	-0.397317122892725
106	EGLN2	55.28	39.8066666666667	0.0627873098350152	-0.463817461151125
107	EIF6	172.376666666667	112.626666666667	0.0625027557592993	-0.609608295308475
108	ELP2	33.7866666666667	54.22	0.0408368202725829	0.666656444491774
109	ENPP1	30.91	60.5866666666667	0.0582592761576514	0.948609436848568
110	ENPP2	34.6633333333333	59.03	0.0807769778119483	0.751242114785336
111	ENTPD6	29.0566666666667	15.75	0.0434145894615489	-0.843523925323195
112	EPDR1	14.1666666666667	6.40333333333333	0.0582592761576514	-1.03465715242644
113	EPHA2	23.49	13.09	0.0458165222747933	-0.797521162254341
114	EPM2A	1.9	3.31666666666667	0.0881097673790573	0.573864791837825
115	ERGIC1	55.44	39.56	0.0415001406897677	-0.476660335593923
116	ERLIN1	14.7066666666667	21.92	0.0900924600487733	0.5452300056476
117	ERN1	5.00333333333333	9.07333333333333	0.0622483194783298	0.746705479258553
118	ETFB	75.1666666666667	103.49	0.0532556182498377	0.456133214196241
119	ETFRF1	9.11	21.43	0.0299727492126448	1.14964662318326
120	ETNK1	50.1933333333333	89.3566666666667	0.0552173830522657	0.819675102403197
121	ETV4	13.3933333333333	3.05666666666667	0.041104467578492	-1.82703407530878
122	EXOSC6	11.17	8.00666666666667	0.0864597110326628	-0.4342639941092
123	EXTL3	17.9833333333333	9.74666666666667	0.0544509246841496	-0.820844098067507
124	FADD	30.7933333333333	42.9466666666667	0.0851214431152904	0.467029459788861
125	FAM114A1	27.8866666666667	14.4033333333333	0.0801892799568375	-0.907161147105334
126	FAM171A2	12.9866666666667	3.74666666666667	0.0334310096158777	-1.55906553161087
127	FAM228B	2.59	1.43666666666667	0.060417887281187	-0.55907493859177
128	FAM89A	14.3466666666667	19.77	0.0916316787130262	0.436575883433573
129	FAT1	100.003333333333	50.99	0.0422077683760758	-0.958096845557225
130	FBRS	15.6866666666667	8.71	0.0359307081849771	-0.781152589547983
131	FDX1	5.26666666666667	7.22	0.0753702267905893	0.391440137837839
132	FKBP2	39.94	64.9566666666667	0.0488447267841806	0.688007386999467
133	FRS2	13.3133333333333	19.4333333333333	0.0778957796090136	0.513564882719371
134	FURIN	78.79	54.1933333333333	0.0757070203339631	-0.531713928317372
135	FUT4	2.49	1.68666666666667	0.0591899125775278	-0.377409698402841
136	GALR2	3.52	0.51	0.0276593071684731	-1.58177422309011
137	GAS2	19.1466666666667	29.68	0.0785847548050666	0.60675732305926
138	GAS5	109.283333333333	241.116666666667	0.0250255346466111	1.13448761520688
139	GCHFR	66.5233333333333	44.5233333333333	0.0455996134772288	-0.568779926100105
140	GCLM	11.1866666666667	17.8766666666667	0.074665044950447	0.631300459429512
141	GDF15	119.85	79.2	0.0604144359161124	-0.591543331310662
142	GFOD1	1.27333333333333	3.2	0.0410337152507767	0.885580089363106
143	GINS1	29.7566666666667	13.11	0.089350439864063	-1.12418116802863
144	GLMP	70.0966666666667	101.433333333333	0.0753702267905893	0.526831439736235
145	GLS	96.93	139.126666666667	0.0785847548050666	0.516908742875619
146	GLTPD2	14.1633333333333	38.6933333333333	0.0299727492126448	1.38830978694638
